2025-11-28 11:11:46,961 - INFO - Strategy Mean Reversion Logger initialized -> ./logs/Strategy/MeanReversion/20251128_111146_mean_reversion.log
2025-11-28 11:11:46,977 - DEBUG - Subscribed to ZEROMQ market data feed
2025-11-28 11:11:46,977 - INFO - Mean Reversion Strategy initialized for symbol 37054
2025-11-28 11:11:46,977 - INFO - Strategy run loop started...
2025-11-28 11:11:56,011 - INFO - Indicators - Close=25980.00 | EMA=25980.00 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,011 - INFO - Indicators - Close=25988.00 | EMA=25980.76 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,011 - INFO - Indicators - Close=25998.80 | EMA=25982.48 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,029 - INFO - Indicators - Close=25998.90 | EMA=25984.04 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,031 - INFO - Indicators - Close=26009.00 | EMA=25986.42 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,031 - INFO - Indicators - Close=26000.00 | EMA=25987.71 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,031 - INFO - Indicators - Close=26015.60 | EMA=25990.37 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,034 - INFO - Indicators - Close=26024.40 | EMA=25993.61 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,036 - INFO - Indicators - Close=26027.70 | EMA=25996.86 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,039 - INFO - Indicators - Close=26049.00 | EMA=26001.82 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,039 - INFO - Indicators - Close=26065.00 | EMA=26007.84 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,039 - INFO - Indicators - Close=26060.10 | EMA=26012.82 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,041 - INFO - Indicators - Close=26062.30 | EMA=26017.53 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,041 - INFO - Indicators - Close=26082.30 | EMA=26023.70 | RSI=None | BBands=(None, None, None)
2025-11-28 11:11:56,041 - INFO - Indicators - Close=26077.00 | EMA=26028.77 | RSI=85.82 | BBands=(None, None, None)
2025-11-28 11:11:56,041 - INFO - Indicators - Close=26074.00 | EMA=26033.08 | RSI=82.98 | BBands=(None, None, None)
2025-11-28 11:11:56,041 - INFO - Indicators - Close=26074.00 | EMA=26036.98 | RSI=81.44 | BBands=(None, None, None)
2025-11-28 11:11:56,041 - INFO - Indicators - Close=26085.00 | EMA=26041.55 | RSI=82.99 | BBands=(None, None, None)
2025-11-28 11:11:56,041 - INFO - Indicators - Close=26095.00 | EMA=26046.64 | RSI=82.98 | BBands=(None, None, None)
2025-11-28 11:11:56,041 - INFO - Indicators - Close=26109.10 | EMA=26052.59 | RSI=90.26 | BBands=(25966.48, 26043.76, 26121.04)
2025-11-28 11:11:56,041 - INFO - Indicators - Close=26110.00 | EMA=26058.06 | RSI=89.07 | BBands=(25973.66, 26050.26, 26126.86)
2025-11-28 11:11:56,041 - INFO - Indicators - Close=26107.00 | EMA=26062.72 | RSI=85.91 | BBands=(25981.41, 26056.21, 26131.01)
2025-11-28 11:11:56,045 - INFO - Indicators - Close=26101.50 | EMA=26066.41 | RSI=81.48 | BBands=(25988.95, 26061.34, 26133.74)
2025-11-28 11:11:56,047 - INFO - Indicators - Close=26108.90 | EMA=26070.46 | RSI=78.99 | BBands=(25997.62, 26066.85, 26136.07)
2025-11-28 11:11:56,047 - INFO - Indicators - Close=26105.00 | EMA=26073.75 | RSI=71.93 | BBands=(26005.91, 26071.65, 26137.38)
2025-11-28 11:11:56,047 - INFO - Indicators - Close=26094.70 | EMA=26075.74 | RSI=67.91 | BBands=(26018.83, 26076.38, 26133.93)
2025-11-28 11:11:56,047 - INFO - Indicators - Close=26097.90 | EMA=26077.85 | RSI=68.24 | BBands=(26029.53, 26080.50, 26131.46)
2025-11-28 11:11:56,047 - INFO - Indicators - Close=26092.80 | EMA=26079.28 | RSI=56.35 | BBands=(26039.74, 26083.92, 26128.09)
2025-11-28 11:11:56,047 - INFO - Indicators - Close=26096.20 | EMA=26080.89 | RSI=61.88 | BBands=(26051.24, 26087.34, 26123.44)
2025-11-28 11:11:56,049 - INFO - Indicators - Close=26090.00 | EMA=26081.76 | RSI=59.52 | BBands=(26057.87, 26089.39, 26120.91)
2025-11-28 11:11:56,054 - INFO - Indicators - Close=26088.90 | EMA=26082.44 | RSI=58.75 | BBands=(26061.11, 26090.59, 26120.06)
2025-11-28 11:11:56,054 - INFO - Indicators - Close=26084.90 | EMA=26082.67 | RSI=49.94 | BBands=(26065.68, 26091.83, 26117.97)
2025-11-28 11:11:56,054 - INFO - Indicators - Close=26093.50 | EMA=26083.70 | RSI=49.02 | BBands=(26071.03, 26093.39, 26115.74)
2025-11-28 11:11:56,055 - INFO - Indicators - Close=26100.00 | EMA=26085.26 | RSI=43.42 | BBands=(26072.34, 26094.27, 26116.20)
2025-11-28 11:11:56,056 - INFO - Indicators - Close=26087.00 | EMA=26085.42 | RSI=35.84 | BBands=(26074.01, 26094.77, 26115.53)
2025-11-28 11:11:56,056 - INFO - Indicators - Close=26089.00 | EMA=26085.76 | RSI=38.78 | BBands=(26076.84, 26095.52, 26114.20)
2025-11-28 11:11:56,056 - INFO - Indicators - Close=26095.50 | EMA=26086.69 | RSI=46.31 | BBands=(26080.73, 26096.60, 26112.46)
2025-11-28 11:11:56,056 - INFO - Indicators - Close=26084.80 | EMA=26086.51 | RSI=35.74 | BBands=(26080.69, 26096.58, 26112.48)
2025-11-28 11:11:56,058 - INFO - Indicators - Close=26077.50 | EMA=26085.65 | RSI=34.36 | BBands=(26077.77, 26095.71, 26113.65)
2025-11-28 11:11:56,058 - INFO - Indicators - Close=26090.10 | EMA=26086.08 | RSI=47.45 | BBands=(26077.77, 26094.76, 26111.75)
2025-11-28 11:11:56,058 - INFO - Indicators - Close=26092.00 | EMA=26086.64 | RSI=46.68 | BBands=(26078.35, 26093.86, 26109.37)
2025-11-28 11:11:56,058 - INFO - Indicators - Close=26087.40 | EMA=26086.71 | RSI=46.95 | BBands=(26078.37, 26092.88, 26107.39)
2025-11-28 11:11:56,058 - INFO - Indicators - Close=26091.00 | EMA=26087.12 | RSI=47.07 | BBands=(26078.38, 26092.35, 26106.33)
2025-11-28 11:11:56,058 - INFO - Indicators - Close=26099.70 | EMA=26088.32 | RSI=55.32 | BBands=(26079.62, 26091.90, 26104.17)
2025-11-28 11:11:56,060 - INFO - Indicators - Close=26090.00 | EMA=26088.48 | RSI=50.55 | BBands=(26080.44, 26091.15, 26101.85)
2025-11-28 11:11:56,060 - INFO - Indicators - Close=26088.50 | EMA=26088.48 | RSI=51.85 | BBands=(26080.20, 26090.83, 26101.47)
2025-11-28 11:11:56,062 - INFO - Indicators - Close=26077.00 | EMA=26087.39 | RSI=41.76 | BBands=(26078.08, 26089.79, 26101.50)
2025-11-28 11:11:56,062 - INFO - Indicators - Close=26075.00 | EMA=26086.21 | RSI=36.92 | BBands=(26075.64, 26088.90, 26102.16)
2025-11-28 11:11:56,062 - INFO - Indicators - Close=26068.00 | EMA=26084.47 | RSI=39.40 | BBands=(26071.85, 26087.49, 26103.13)
2025-11-28 11:11:56,062 - INFO - Indicators - Close=26050.70 | EMA=26081.26 | RSI=31.74 | BBands=(26063.20, 26085.53, 26107.85)
2025-11-28 11:11:56,062 - INFO - Indicators - Close=26051.20 | EMA=26078.39 | RSI=27.60 | BBands=(26056.85, 26083.64, 26110.43)
2025-11-28 11:11:56,062 - INFO - Indicators - Close=26053.90 | EMA=26076.06 | RSI=33.00 | BBands=(26052.35, 26082.09, 26111.83)
2025-11-28 11:11:56,062 - INFO - Indicators - Close=26040.70 | EMA=26072.69 | RSI=30.99 | BBands=(26045.19, 26079.45, 26113.71)
2025-11-28 11:11:56,062 - INFO - Indicators - Close=26025.00 | EMA=26068.15 | RSI=17.42 | BBands=(26035.38, 26075.70, 26116.02)
2025-11-28 11:11:56,066 - INFO - Indicators - Close=26034.30 | EMA=26064.93 | RSI=23.11 | BBands=(26029.30, 26073.07, 26116.83)
2025-11-28 11:11:56,067 - INFO - Indicators - Close=26041.00 | EMA=26062.65 | RSI=28.79 | BBands=(26025.42, 26070.67, 26115.91)
2025-11-28 11:11:56,067 - INFO - Indicators - Close=26031.10 | EMA=26059.64 | RSI=24.11 | BBands=(26020.59, 26067.44, 26114.30)
2025-11-28 11:11:56,069 - INFO - Indicators - Close=26033.50 | EMA=26057.15 | RSI=19.74 | BBands=(26016.52, 26064.88, 26113.24)
2025-11-28 11:11:56,071 - INFO - Indicators - Close=26036.00 | EMA=26055.14 | RSI=23.58 | BBands=(26013.24, 26062.81, 26112.37)
2025-11-28 11:11:56,071 - INFO - Indicators - Close=26040.00 | EMA=26053.70 | RSI=26.84 | BBands=(26011.45, 26060.30, 26109.15)
2025-11-28 11:11:56,072 - INFO - Indicators - Close=26015.00 | EMA=26050.01 | RSI=23.77 | BBands=(26006.08, 26056.45, 26106.82)
2025-11-28 11:11:56,072 - INFO - Indicators - Close=26012.00 | EMA=26046.39 | RSI=23.57 | BBands=(26000.88, 26052.68, 26104.48)
2025-11-28 11:11:56,072 - INFO - Indicators - Close=26021.70 | EMA=26044.04 | RSI=31.01 | BBands=(25998.88, 26049.22, 26099.55)
2025-11-28 11:11:56,072 - INFO - Indicators - Close=26013.90 | EMA=26041.17 | RSI=33.63 | BBands=(25998.02, 26044.93, 26091.83)
2025-11-28 11:11:56,074 - INFO - Indicators - Close=26020.00 | EMA=26039.15 | RSI=36.78 | BBands=(25998.19, 26041.42, 26084.66)
2025-11-28 11:11:56,074 - INFO - Indicators - Close=26009.60 | EMA=26036.34 | RSI=32.38 | BBands=(25997.91, 26037.48, 26077.05)
2025-11-28 11:11:56,074 - INFO - Indicators - Close=25994.00 | EMA=26032.31 | RSI=31.77 | BBands=(25993.80, 26033.33, 26072.86)
2025-11-28 11:11:56,074 - INFO - Indicators - Close=25992.30 | EMA=26028.50 | RSI=35.67 | BBands=(25990.67, 26029.19, 26067.72)
2025-11-28 11:11:56,076 - INFO - Indicators - Close=25996.30 | EMA=26025.43 | RSI=32.54 | BBands=(25988.90, 26025.61, 26062.32)
2025-11-28 11:11:56,076 - INFO - Indicators - Close=25990.10 | EMA=26022.07 | RSI=26.50 | BBands=(25984.67, 26022.58, 26060.49)
2025-11-28 11:11:56,076 - INFO - Indicators - Close=25995.10 | EMA=26019.50 | RSI=32.59 | BBands=(25982.45, 26019.77, 26057.10)
2025-11-28 11:11:56,076 - INFO - Indicators - Close=25990.00 | EMA=26016.69 | RSI=29.50 | BBands=(25980.57, 26016.58, 26052.59)
2025-11-28 11:11:56,078 - INFO - Indicators - Close=25996.00 | EMA=26014.72 | RSI=31.75 | BBands=(25979.06, 26014.34, 26049.63)
2025-11-28 11:11:56,078 - INFO - Indicators - Close=26002.20 | EMA=26013.53 | RSI=33.09 | BBands=(25977.90, 26013.20, 26048.51)
2025-11-28 11:11:56,079 - INFO - Indicators - Close=25997.10 | EMA=26011.96 | RSI=40.26 | BBands=(25976.77, 26011.34, 26045.92)
2025-11-28 11:11:56,079 - INFO - Indicators - Close=25986.70 | EMA=26009.56 | RSI=37.26 | BBands=(25975.29, 26008.63, 26041.97)
2025-11-28 11:11:56,079 - INFO - Indicators - Close=25963.00 | EMA=26005.12 | RSI=24.10 | BBands=(25968.07, 26005.22, 26042.38)
2025-11-28 11:11:56,081 - INFO - Indicators - Close=25962.20 | EMA=26001.03 | RSI=25.68 | BBands=(25962.41, 26001.66, 26040.91)
2025-11-28 11:11:56,081 - INFO - Indicators - Close=25966.50 | EMA=25997.74 | RSI=24.40 | BBands=(25959.41, 25998.18, 26036.96)
2025-11-28 11:11:56,082 - INFO - Indicators - Close=25970.00 | EMA=25995.10 | RSI=29.71 | BBands=(25959.14, 25994.69, 26030.23)
2025-11-28 11:11:56,082 - INFO - Indicators - Close=25965.90 | EMA=25992.32 | RSI=33.68 | BBands=(25955.86, 25992.23, 26028.60)
2025-11-28 11:11:56,086 - INFO - Indicators - Close=25960.20 | EMA=25989.26 | RSI=32.19 | BBands=(25951.92, 25989.64, 26027.36)
2025-11-28 11:11:56,088 - INFO - Indicators - Close=25943.40 | EMA=25984.89 | RSI=24.30 | BBands=(25945.93, 25985.73, 26025.52)
2025-11-28 11:11:56,088 - INFO - Indicators - Close=25957.00 | EMA=25982.24 | RSI=35.00 | BBands=(25943.42, 25982.88, 26022.34)
2025-11-28 11:11:56,088 - INFO - Indicators - Close=25951.30 | EMA=25979.29 | RSI=30.27 | BBands=(25941.58, 25979.45, 26017.31)
2025-11-28 11:11:56,088 - INFO - Indicators - Close=25948.60 | EMA=25976.37 | RSI=30.94 | BBands=(25938.91, 25976.40, 26013.88)
2025-11-28 11:11:56,090 - INFO - Indicators - Close=25962.90 | EMA=25975.09 | RSI=35.84 | BBands=(25937.83, 25974.84, 26011.85)
2025-11-28 11:11:56,090 - INFO - Indicators - Close=25964.00 | EMA=25974.03 | RSI=32.92 | BBands=(25937.03, 25973.43, 26009.82)
2025-11-28 11:11:56,090 - INFO - Indicators - Close=25972.00 | EMA=25973.84 | RSI=39.06 | BBands=(25937.36, 25972.21, 26007.06)
2025-11-28 11:11:56,090 - INFO - Indicators - Close=25972.10 | EMA=25973.67 | RSI=43.01 | BBands=(25937.44, 25971.31, 26005.18)
2025-11-28 11:11:56,090 - INFO - Indicators - Close=25973.50 | EMA=25973.65 | RSI=56.39 | BBands=(25938.13, 25970.23, 26002.33)
2025-11-28 11:11:56,090 - INFO - Indicators - Close=25976.00 | EMA=25973.88 | RSI=58.23 | BBands=(25938.60, 25969.53, 26000.46)
2025-11-28 11:11:56,090 - INFO - Indicators - Close=25971.10 | EMA=25973.61 | RSI=52.73 | BBands=(25939.81, 25968.28, 25996.76)
2025-11-28 11:11:56,093 - INFO - Indicators - Close=25976.20 | EMA=25973.86 | RSI=53.60 | BBands=(25942.76, 25966.98, 25991.21)
2025-11-28 11:11:56,094 - INFO - Indicators - Close=25971.10 | EMA=25973.60 | RSI=52.99 | BBands=(25945.64, 25965.68, 25985.73)
2025-11-28 11:11:56,094 - INFO - Indicators - Close=25968.10 | EMA=25973.07 | RSI=54.69 | BBands=(25947.11, 25964.75, 25982.40)
2025-11-28 11:11:56,094 - INFO - Indicators - Close=25969.30 | EMA=25972.71 | RSI=68.85 | BBands=(25947.34, 25965.07, 25982.80)
2025-11-28 11:11:56,094 - INFO - Indicators - Close=25965.00 | EMA=25971.98 | RSI=56.73 | BBands=(25947.53, 25965.21, 25982.89)
2025-11-28 11:11:56,094 - INFO - Indicators - Close=25964.00 | EMA=25971.22 | RSI=61.61 | BBands=(25947.40, 25965.08, 25982.77)
2025-11-28 11:11:56,094 - INFO - Indicators - Close=25960.00 | EMA=25970.15 | RSI=60.18 | BBands=(25946.92, 25964.58, 25982.25)
2025-11-28 11:11:56,094 - INFO - Indicators - Close=25960.00 | EMA=25969.18 | RSI=46.52 | BBands=(25946.53, 25964.29, 25982.05)
2025-11-28 11:11:56,094 - INFO - Indicators - Close=25967.10 | EMA=25968.99 | RSI=53.25 | BBands=(25946.94, 25964.63, 25982.33)
2025-11-28 11:11:56,098 - INFO - Indicators - Close=25953.90 | EMA=25967.55 | RSI=32.89 | BBands=(25949.51, 25965.16, 25980.81)
2025-11-28 11:11:56,098 - INFO - Indicators - Close=25950.00 | EMA=25965.88 | RSI=30.51 | BBands=(25948.16, 25964.81, 25981.46)
2025-11-28 11:11:56,101 - INFO - Indicators - Close=25951.90 | EMA=25964.55 | RSI=31.12 | BBands=(25948.29, 25964.84, 25981.39)
2025-11-28 11:11:56,101 - INFO - Indicators - Close=25930.00 | EMA=25961.26 | RSI=19.97 | BBands=(25942.45, 25963.91, 25985.37)
2025-11-28 11:11:56,103 - INFO - Indicators - Close=25922.60 | EMA=25957.57 | RSI=19.34 | BBands=(25933.87, 25961.90, 25989.92)
2025-11-28 11:11:56,103 - INFO - Indicators - Close=25924.00 | EMA=25954.38 | RSI=15.38 | BBands=(25927.40, 25959.90, 25992.39)
2025-11-28 11:11:56,105 - INFO - Indicators - Close=25928.00 | EMA=25951.87 | RSI=21.00 | BBands=(25922.90, 25957.69, 25992.49)
2025-11-28 11:11:56,105 - INFO - Indicators - Close=25929.90 | EMA=25949.77 | RSI=23.91 | BBands=(25919.45, 25955.58, 25991.72)
2025-11-28 11:11:56,105 - INFO - Indicators - Close=25929.30 | EMA=25947.82 | RSI=22.45 | BBands=(25916.50, 25953.38, 25990.25)
2025-11-28 11:11:56,107 - INFO - Indicators - Close=25930.00 | EMA=25946.13 | RSI=24.64 | BBands=(25914.39, 25951.08, 25987.76)
2025-11-28 11:11:56,107 - INFO - Indicators - Close=25925.90 | EMA=25944.20 | RSI=23.58 | BBands=(25911.77, 25948.82, 25985.86)
